adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001650729-25-000004	1650729	SITEONE LANDSCAPE SUPPLY, INC.	5040	US	GA	ROSWELL	30076	MANSELL OVERLOOK	300 COLONIAL CENTER PARKWAY, SUITE 600	(470) 277-7000	US	GA	ROSWELL	30076	MANSELL OVERLOOK	300 COLONIAL CENTER PARKWAY, SUITE 600	US	DE	364485550			1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 06:01:00.0	0	1	site-20241229_htm.xml	1	
0001651308-25-000031	1651308	BEIGENE, LTD.	2834	KY		GRAND CAYMAN	KY1-1108	C/O MOURANT GOVERNANCE SERVICES (CAYMAN)	94 SOLARIS AVENUE, CAMANA BAY	13459494123	KY		GRAND CAYMAN	KY1-1108	C/O MOURANT GOVERNANCE SERVICES (CAYMAN)	94 SOLARIS AVENUE, CAMANA BAY			981209416			1-LAF	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 06:13:00.0	0	1	bgne-20241231_htm.xml	1	
0001651562-25-000013	1651562	COURSERA, INC.	7372	US	CA	MOUNTAIN VIEW	94040	2440 WEST EL CAMINO REAL		6509639884	US	CA	MOUNTAIN VIEW	94040	2440 WEST EL CAMINO REAL		US	DE	453560292			1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-24 16:09:00.0	0	1	cour-20241231_htm.xml	1	
0001651717-25-000011	1651717	NOMAD FOODS LTD	2000	GB		WOKING	GU21 6HT	FORGE	43 CHURCH STREET WEST	00442089183200	GB		WOKING	GU21 6HT	FORGE	43 CHURCH STREET WEST	VG		000000000			1-LAF	1	1231	20-F	20241231	2024	FY	20250303	2025-03-03 06:46:00.0	0	1	nomd-20241231_htm.xml	1	
0001652044-25-000014	1652044	ALPHABET INC.	7370	US	CA	MOUNTAIN VIEW	94043	1600 AMPHITHEATRE PARKWAY		650-253-0000	US	CA	MOUNTAIN VIEW	94043	1600 AMPHITHEATRE PARKWAY		US	DE	611767919			1-LAF	1	1231	10-K	20241231	2024	FY	20250205	2025-02-04 20:42:00.0	0	1	goog-20241231_htm.xml	1	
0001653242-25-000010	1653242	BANK OF N.T. BUTTERFIELD & SON LTD	6029	BM		HAMILTON	HM 12	65 FRONT STREET		4412951111	BM		HAMILTON	HM 12	65 FRONT STREET		BM		000000000			1-LAF	1	1231	20-F	20241231	2024	FY	20250219	2025-02-19 16:33:00.0	0	1	ntb-20241231_htm.xml	1	
0001653477-25-000015	1653477	INGEVITY CORP	2800	US	SC	NORTH CHARLESTON	29405	4920 O'HEAR AVENUE	SUITE 400	8437402300	US	SC	NORTH CHARLESTON	29405	4920 O'HEAR AVENUE	SUITE 400	US	DE	474027764			1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 16:19:00.0	0	1	ngvt-20241231_htm.xml	1	
0001653558-25-000039	1653558	PRIORITY TECHNOLOGY HOLDINGS, INC.	7389	US	GA	ALPHARETTA	30004	2001 WESTSIDE PARKWAY	SUITE 155	800-935-5961	US	GA	ALPHARETTA	30004	2001 WESTSIDE PARKWAY	SUITE 155	US	DE	474257046	M I ACQUISITIONS, INC.	20150918	2-ACC	0	1231	10-K	20241231	2024	FY	20250306	2025-03-06 08:23:00.0	0	1	prth-20241231_htm.xml	1	
0001653653-25-000004	1653653	RED ROCK RESORTS, INC.	7011	US	NV	LAS VEGAS	89135	1505 SOUTH PAVILION CENTER DRIVE		7024953000	US	NV	LAS VEGAS	89135	1505 SOUTH PAVILION CENTER DRIVE		US	DE	475081182	STATION CASINOS CORP.	20150921	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 15:31:00.0	0	1	rrr-20241231_htm.xml	1	
0001999371-25-002786	1430306	TONIX PHARMACEUTICALS HOLDING CORP.	2834	US	NJ	CHATHAM	07928	26 MAIN STREET, SUITE 101		212-980-9155	US	NJ	CHATHAM	07928	26 MAIN STREET, SUITE 101		US	NV	261434750	TAMANDARE EXPLORATIONS INC.	20080320	4-NON	0	1231	10-K	20241231	2024	FY	20250318	2025-03-18 16:43:00.0	0	1	tnxp-10k_123124_htm.xml	1	
0001999371-25-002901	949961	INCOME OPPORTUNITY REALTY INVESTORS INC /TX/	6798	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	4685224200	US	TX	DALLAS	75234	1603 LBJ FREEWAY	SUITE 800	US	NV	752615944			4-NON	0	1231	10-K	20241231	2024	FY	20250320	2025-03-20 14:04:00.0	0	1	ior-10k_123124_htm.xml	1	
0001999371-25-002917	1726122	SPROTT PHYSICAL GOLD & SILVER TRUST	6221	CA	ON	TORONTO	M5J 2J1	200 BAY STREET, SOUTH TOWER, SUITE 2600		(416) 943-8099	CA	ON	TORONTO	M5J 2J1	200 BAY STREET, SOUTH TOWER, SUITE 2600		CA	ON	981399794				0	1231	40-F	20241231	2024	FY	20250320	2025-03-20 17:08:00.0	0	1	cef-40f_123124_htm.xml	1	
0001999371-25-002919	1539190	SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST	6221	CA	ON	TORONTO	M5J 2J1	200 BAY STREET	200 BAY ST. #2600	(416) 943-8099	CA	ON	TORONTO	M5J 2J1	200 BAY STREET	200 BAY ST. #2600	CA	ON	000000000				0	1231	40-F	20241231	2024	FY	20250320	2025-03-20 17:12:00.0	0	1	sppp-40f_123124_htm.xml	1	
0001999371-25-002921	1494728	SPROTT PHYSICAL SILVER TRUST	6221	CA	ON	TORONTO	M5J 2J1	200 BAY STREET	200 BAY ST. #2600	(416) 943-8099	CA	ON	TORONTO	M5J 2J1	200 BAY STREET	200 BAY ST. #2600	CA	ON	000000000				0	1231	40-F	20241231	2024	FY	20250320	2025-03-20 17:15:00.0	0	1	pslv-40f_123124_htm.xml	1	
0001999371-25-002923	1477049	SPROTT PHYSICAL GOLD TRUST	6221	CA	ON	TORONTO	M5J 2J1	STE. 2700, SOUTH TOWER, ROYAL BANK PLAZA	200 BAY STREET	416-362-7172	CA	ON	TORONTO	M5J 2J1	STE. 2700, SOUTH TOWER, ROYAL BANK PLAZA	200 BAY STREET			000000000				0	1231	40-F	20241231	2024	FY	20250320	2025-03-20 17:19:00.0	0	1	phys-40f_123124_htm.xml	1	
0001999371-25-003109	1985840	TIDAL COMMODITIES TRUST I	6221	US	WI	MILWAUKEE	53204	234 WEST FLORIDA STREET	SUITE 203	(844) 986-7676	US	WI	MILWAUKEE	53204	234 WEST FLORIDA STREET	SUITE 203	US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:35:00.0	0	1	defi-10k_123124_htm.xml	1	
0001999371-25-003309	1841175	COINSHARES VALKYRIE BITCOIN FUND	6221	US	NY	NEW YORK	10022	437 MADISON AVENUE, 28TH FLOOR		800-617-0004	US	NY	NEW YORK	10022	437 MADISON AVENUE, 28TH FLOOR		US	DE	000000000	COINSHARES VALKYRIE BITCOIN FUND	20240612	4-NON	0	1231	10-K	20241231	2024	FY	20250328	2025-03-27 20:07:00.0	0	1	brrr_10k-123124_htm.xml	1	
0001558370-25-002017	1001838	SOUTHERN COPPER CORP/	1000	US	AZ	PHOENIX	85020	7310 NORTH 16TH ST.	SUITE 135	602-264-1375	US	AZ	PHOENIX	85020	7310 NORTH 16TH ST.	SUITE 135	US	DE	133849074	SOUTHERN PERU COPPER CORP/	19960726	1-LAF	1	1231	10-K	20241231	2024	FY	20250303	2025-03-03 11:19:00.0	0	1	scco-20241231x10k_htm.xml	1	
0001558370-25-002037	894405	ARCBEST CORP /DE/	4213	US	AR	FORT SMITH	72916	8401 MCCLURE DRIVE		4797856000	US	AR	FORT SMITH	72917-0048	P O BOX 10048		US	DE	710673405	ARKANSAS BEST CORP /DE/	19930917	1-LAF	1	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:02:00.0	0	1	arcb-20241231x10k_htm.xml	1	
0001558370-25-002043	1868912	ENFUSION, INC.	7372	US	IL	CHICAGO	60603	125 SOUTH CLARK STREET, SUITE 750		(312) 253-9800	US	IL	CHICAGO	60603	125 SOUTH CLARK STREET, SUITE 750		US	DE	000000000			2-ACC	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:17:00.0	0	1	enfn-20241231x10k_htm.xml	1	
0001558370-25-002044	1616543	SENSEONICS HOLDINGS, INC.	3823	US	MD	GERMANTOWN	20876	20451 SENECA MEADOWS PARKWAY		(301) 515-7260	US	MD	GERMANTOWN	20876	20451 SENECA MEADOWS PARKWAY		US	DE	471210911	ASN TECHNOLOGIES, INC.	20140813	4-NON	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:17:00.0	0	1	sens-20241231x10k_htm.xml	1	
0001558370-25-002045	907242	MONARCH CASINO & RESORT INC	7011	US	NV	RENO	89502	3800 S VIRGINIA STREET	EXECUTIVE OFFICES	775-335-4600	US	NV	RENO	89502	3800 S VIRGINIA STREET	EXECUTIVE OFFICES	US	NV	880300760			1-LAF	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:33:00.0	0	1	mcri-20241231x10k_htm.xml	1	
0001558370-25-002049	1093691	PLUG POWER INC	3620	US	NY	SLINGERLANDS	12159	125 VISTA BOULEVARD		5187827700	US	NY	SLINGERLANDS	12159	125 VISTA BOULEVARD		US	DE	223672377			1-LAF	1	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:48:00.0	0	1	plug-20241231x10k_htm.xml	1	
0001558370-25-002056	1130144	SIERRA BANCORP	6022	US	CA	PORTERVILLE	93257	86 NORTH MAIN STREET		5597824900	US	CA	PORTERVILLE	93257	86 NORTH MAIN STREET		US	CA	330937517			2-ACC	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 17:31:00.0	0	1	bsrr-20241231x10k_htm.xml	1	
0001558370-25-002098	1641614	CPI CARD GROUP INC.	2750	US	CO	LITTLETON	80127	10368 WEST CENTENNIAL RD		(303) 862-2065	US	CO	LITTLETON	80127	10368 WEST CENTENNIAL RD		US	DE	260344657	CPI HOLDINGS I, INC.	20150506	2-ACC	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 07:06:00.0	0	1	pmts-20241231x10k_htm.xml	1	
0001558370-25-002101	1787297	PASSAGE BIO, INC.	2836	US	PA	PHILADELPHIA	19103	ONE COMMERCE SQUARE	2005 MARKET STREET, 39TH FLOOR	2678660312	US	PA	PHILADELPHIA	19103	ONE COMMERCE SQUARE	2005 MARKET STREET, 39TH FLOOR	US	DE	822729751			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 07:15:00.0	0	1	pasg-20241231x10k_htm.xml	1	
0001558370-25-002105	1722964	Y-MABS THERAPEUTICS, INC.	2834	US	NJ	PRINCETON	08540	202 CARNEGIE CENTER	SUITE 301	646-885-8505	US	NJ	PRINCETON	08540	202 CARNEGIE CENTER	SUITE 301	US	DE	474619612			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 07:24:00.0	0	1	ymab-20241231x10k_htm.xml	1	
0001558370-25-002116	1288403	W&T OFFSHORE INC	1311	US	TX	HOUSTON	77057-5745	5718 WESTHEIMER RD	SUITE 700	713-626-8525	US	TX	HOUSTON	77057-5745	5718 WESTHEIMER RD	SUITE 700	US	TX	721121985			2-ACC	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 08:31:00.0	0	1	wti-20241231x10k_htm.xml	1	
0001558370-25-002130	1771706	VIREO GROWTH INC.	2834	US	MN	MINNEAPOLIS	55402	207 SOUTH 9TH STREET		604-617-5421	US	MN	MINNEAPOLIS	55402	207 SOUTH 9TH STREET		CA	BC	000000000	GOODNESS GROWTH HOLDINGS, INC.	20210607	4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 11:15:00.0	0	1	vreof-20241231x10k_htm.xml	1	
0001558370-25-002142	1845097	ARDAGH METAL PACKAGING S.A.	3411	LU		LUXEMBOURG	L-2134	56, RUE CHARLES MARTEL		352 2625 8555	LU		LUXEMBOURG	L-2134	56, RUE CHARLES MARTEL		LU		000000000			2-ACC	0	1231	20-F	20241231	2024	FY	20250304	2025-03-04 12:11:00.0	0	1	ambp-20241231x20f_htm.xml	1	
0001558370-25-002169	1034842	RIGEL PHARMACEUTICALS INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	611 GATEWAY BOULEVARD, SUITE 900		650-624-1100	US	CA	SOUTH SAN FRANCISCO	94080	611 GATEWAY BOULEVARD, SUITE 900		US	DE	943248524			2-ACC	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:06:00.0	0	1	rigl-20241231x10k_htm.xml	1	
0001558370-25-002182	1551901	STELLUS CAPITAL INVESTMENT CORP		US	TX	HOUSTON	77027	4400 POST OAK PARKWAY	SUITE 2200	(713) 292-5400	US	TX	HOUSTON	77027	4400 POST OAK PARKWAY	SUITE 2200	US	MD	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 17:14:00.0	0	1	scm-20241231x10k_htm.xml	1	
0001558370-25-002183	1883814	SOUTHLAND HOLDINGS, INC.	1600	US	TX	GRAPEVINE	76051	1100 KUBOTA DRIVE		(817) 293-4263	US	TX	GRAPEVINE	76051	1100 KUBOTA DRIVE		US	DE	000000000	LEGATO MERGER CORP. II	20210917	4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 17:15:00.0	0	1	slnd-20241231x10k_htm.xml	1	
0001558370-25-002198	1368622	AEROVIRONMENT INC	3721	US	VA	ARLINGTON	22202	241 18TH STREET SOUTH, SUITE 650		805 520 8350	US	VA	ARLINGTON	22202	241 18TH STREET SOUTH, SUITE 650		US	DE	952705790			1-LAF	0	0430	10-Q	20250131	2025	Q3	20250305	2025-03-04 19:38:00.0	0	1	avav-20250125x10q_htm.xml	1	
0001558370-25-002212	1833197	LATHAM GROUP, INC.	3089	US	NY	LATHAM	12110	787 WATERVLIET SHAKER ROAD		800-833-3800	US	NY	LATHAM	12110	787 WATERVLIET SHAKER ROAD		US	DE	832797583	LATHAM TOPCO, INC.	20201120	2-ACC	0	1231	10-K	20241231	2024	FY	20250305	2025-03-05 07:31:00.0	0	1	swim-20241231x10k_htm.xml	1	
0001558370-25-002264	1049606	COMPX INTERNATIONAL INC	3420	US	TX	DALLAS	75240-2620	5430 LBJ FREEWAY	SUITE 1700	9724481400	US	TX	DALLAS	75240-2620	5430 LBJ FREEWAY	SUITE 1700	US	DE	570981653			4-NON	0	1231	10-K	20241231	2024	FY	20250305	2025-03-05 16:36:00.0	0	1	cix-20241231x10k_htm.xml	1	
0001829126-25-000026	910267	TITAN PHARMACEUTICALS INC	2836	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	6502444990	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	US	DE	943171940			4-NON	0	1231	10-Q	20240930	2024	Q3	20250103	2025-01-03 16:05:00.0	0	1	titanpharma_10q_htm.xml	1	
0001829126-25-000187	1936255	FOUR LEAF ACQUISITION CORP	6770	US	CA	LOS ALTOS	94022	4546 EL CAMINO REAL B10	#175	650-720-5626	US	CA	LOS ALTOS	94022	4546 EL CAMINO REAL B10	#175	US	DE	881178935			4-NON	0	1231	10-Q	20240930	2024	Q3	20250115	2025-01-14 17:49:00.0	0	1	fourleaf_10q_htm.xml	1	
0001829126-25-000536	1557376	ZEO SCIENTIFIX, INC.	2836	US	FL	DAVIE	33314	3321 COLLEGE AVENUE	SUITE 246	888-963-7881	US	FL	DAVIE	33314	3321 COLLEGE AVENUE	SUITE 246	US	NV	474180540	ORGANICELL REGENERATIVE MEDICINE, INC.	20180625	4-NON	0	1031	10-K	20241031	2024	FY	20250129	2025-01-29 16:06:00.0	0	1	zeoscientifix_10k_htm.xml	1	
0001829126-25-000565	2000530	GAMEHAUS HOLDINGS INC.	7374	CN		SHANGHAI	201210	5TH FLOOR, BUILDING 2	NO. 500 SHENGXIA ROAD	86-021-68815668	CN		SHANGHAI	201210	5TH FLOOR, BUILDING 2	NO. 500 SHENGXIA ROAD	KY		000000000			4-NON	0	0630	20-F	20240630	2024	FY	20250130	2025-01-30 16:02:00.0	0	1	gameholding_20f_htm.xml	1	
0001829126-25-000604	1624517	YUENGLINGS ICE CREAM CORP	7389	US	IL	MOKENA	60448	8910 WEST 192ND STREET, SUITE N		404-885-6045	US	IL	MOKENA	60448	8910 WEST 192ND STREET, SUITE N		US	NV	471893698	YEUNGLINGS ICE CREAM CORP	20210920	4-NON	0	1231	10-Q	20240930	2024	Q3	20250131	2025-01-31 15:06:00.0	0	1	yuenglingsice_10q_htm.xml	1	
0001829126-25-000801	2000775	BLACK HAWK ACQUISITION CORP	6770	US	CA	DANVILLE	94506	4125 BLACKHAWK PLAZA CIRCLE	SUITE 166	203-520-7122	US	CA	DANVILLE	94506	4125 BLACKHAWK PLAZA CIRCLE	SUITE 166			000000000			4-NON	0	1130	10-K	20241130	2024	FY	20250207	2025-02-07 16:24:00.0	0	1	blackhawkacq_10k_htm.xml	1	
0001829126-25-000871	926844	FUSS BRANDS CORP.	2834	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	917-720-3366	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	US	NV	841273503	CHINA BOTANIC PHARMACEUTICAL	20101202	4-NON	0	1031	10-K	20241031	2024	FY	20250211	2025-02-11 13:04:00.0	0	1	fussbrands_10k_htm.xml	1	
0001829126-25-000903	1959585	PROTOPIA GLOBAL HOLDINGS INC.	8742	HK		HONG KONG	00000	ROOM 1116, 11/F, STAR HOUSE	3 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON	852-6686-0563	HK		HONG KONG	00000	ROOM 1116, 11/F, STAR HOUSE	3 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON			000000000			4-NON	0	0630	10-Q	20241231	2025	Q2	20250212	2025-02-12 13:23:00.0	0	1	protopiaglobal_10q_htm.xml	1	
0001829126-25-000930	1463000	GROWN ROGUE INTERNATIONAL INC.	0100	US	OR	MEDFORD	97504	550 AIRPORT ROAD		503 765-8108	US	OR	MEDFORD	97504	550 AIRPORT ROAD		CA	ON	000000000	NOVICIUS CORP.	20170601	4-NON	0		F-1/A	20240930			20250213	2025-02-13 12:18:00.0	0	1	grownrogue_f1a_htm.xml	1	
0001829126-25-001004	1853044	AERIES TECHNOLOGY, INC.	8742	KY		GEORGE TOWN	KY1-9008	190 ELGIN AVENUE		415-629-9066	KY		GEORGE TOWN	KY1-9008	190 ELGIN AVENUE				000000000	WORLDWIDE WEBB ACQUISITION CORP.	20210324	4-NON	0	0331	10-Q	20241231	2025	Q3	20250214	2025-02-14 16:46:00.0	0	1	aeriestech_10q_htm.xml	1	
0001829126-25-001098	2002038	LEGATO MERGER CORP. III	6770	US	NY	NEW YORK	10017	777 THIRD AVENUE, 37TH FLOOR		(212) 319-7676	US	NY	NEW YORK	10017	777 THIRD AVENUE, 37TH FLOOR		KY		000000000			4-NON	0	1130	10-K	20241130	2024	FY	20250219	2025-02-19 16:01:00.0	0	1	legatomerger3_10k_htm.xml	1	
0001829126-25-001450	1850059	FLAG SHIP ACQUISITION CORP	6770	US	NY	NEW YORK	10016	260 MADISON AVENUE	8TH FLOOR	646 216-2000	US	NY	NEW YORK	10016	260 MADISON AVENUE	8TH FLOOR			000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:30:00.0	0	1	flagshipacq_10k_htm.xml	1	
0001829126-25-001474	926844	FUSS BRANDS CORP.	2834	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	917-720-3366	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	US	NV	841273503	CHINA BOTANIC PHARMACEUTICAL	20101202	4-NON	0	1031	10-Q	20250131	2025	Q1	20250305	2025-03-05 13:29:00.0	0	1	fussbrands_10q_htm.xml	1	
0001829126-25-001482	2010653	FUTURE VISION II ACQUISITION CORP.	7373	KY		SEVEN MILE BEACH, GRAND CAYMAN	KY1-1203	3-212 GOVERNORS SQUARE	23 LIME TREE BAY AVENUE, P.O. BOX 30746	008615110262273	KY		SEVEN MILE BEACH, GRAND CAYMAN	KY1-1203	3-212 GOVERNORS SQUARE	23 LIME TREE BAY AVENUE, P.O. BOX 30746	KY		000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250305	2025-03-05 16:00:00.0	0	1	futurevision2_10k_htm.xml	1	
0001829126-25-001528	1901886	AURA FAT PROJECTS ACQUISITION CORP	7822	SG		SINGAPORE	099892	27 BUKIT MANIS ROAD		61 452 670 069	KY		GRAND CAYMAN	KY1-1002	103 SOUTH CHURCH STREET	4TH FLOOR, PO BOX 10240			000000000			4-NON	0	1130	10-K	20241130	2024	FY	20250306	2025-03-06 16:31:00.0	0	1	aurafatprojects_10k_htm.xml	1	
0001829126-25-001705	1869601	EMBRACE CHANGE ACQUISITION CORP.	6770	US	CA	SAN DIEGO	92121	5186 CARROLL CANYON RD		(858) 688-4965	US	CA	SAN DIEGO	92121	5186 CARROLL CANYON RD		KY		000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250311	2025-03-11 16:16:00.0	0	1	embracechange_10k_htm.xml	1	
0001829126-25-001794	1527352	NEXALIN TECHNOLOGY, INC.	3845	US	TX	HOUSTON	77056	1776 YORKTOWN	SUITE 550	(832) 260-0222	US	TX	HOUSTON	77056	1776 YORKTOWN	SUITE 550	US	DE	275566468			4-NON	0	1231	10-K	20241231	2024	FY	20250314	2025-03-14 15:42:00.0	0	1	nexalintech_10k_htm.xml	1	
0001829126-25-001828	1557376	ZEO SCIENTIFIX, INC.	2836	US	FL	DAVIE	33314	3321 COLLEGE AVENUE	SUITE 246	888-963-7881	US	FL	DAVIE	33314	3321 COLLEGE AVENUE	SUITE 246	US	NV	474180540	ORGANICELL REGENERATIVE MEDICINE, INC.	20180625	4-NON	0	1031	10-Q	20250131	2025	Q1	20250317	2025-03-17 16:15:00.0	0	1	zeoscientifix_10q_htm.xml	1	
0001628280-25-006776	1032033	SLM CORP	6141	US	DE	NEWARK	19713	300 CONTINENTAL DRIVE		(302) 283-8000	US	DE	NEWARK	19713	300 CONTINENTAL DRIVE		US	DE	522013874	SLM CORP	20030326	1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:33:00.0	0	1	slm-20241231_htm.xml	1	
0001628280-25-006833	1320414	SELECT MEDICAL HOLDINGS CORP	8060	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORP	4714 GETTYSBURG RD	717-972-1100	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORP	4714 GETTYSBURG RD			000000000			1-LAF	1	1231	10-K	20241231	2024	FY	20250220	2025-02-20 17:04:00.0	0	1	sem-20241231_htm.xml	1	
0001628280-25-006844	1203464	IAMGOLD CORP	1040	CA	ON	TORONTO	M5H 1J9	150 KING STREET WEST	SUITE 2200	4163604710	CA	ON	TORONTO	M5H 1J9	150 KING STREET WEST	SUITE 2200	CA	ON	000000000				0	1231	6-K	20241231	2024	FY	20250220	2025-02-20 17:06:00.0	0	1	iag-20241231_d2_htm.xml	1	
0001628280-25-006973	1849253	RYAN SPECIALTY HOLDINGS, INC.	6411	US	IL	CHICAGO	60606	155 NORTH WACKER DRIVE, SUITE 4000		312-784-6001	US	IL	CHICAGO	60606	155 NORTH WACKER DRIVE, SUITE 4000		US	DE	000000000	RYAN SPECIALTY GROUP HOLDINGS, INC.	20210511	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 07:18:00.0	0	1	ryan-20241231_htm.xml	1	
0001628280-25-006984	1374310	CBOE GLOBAL MARKETS, INC.	6200	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET		312 786 7200	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET		US	DE	205446972	CBOE HOLDINGS, INC.	20060831	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 08:18:00.0	0	1	cboe-20241231_htm.xml	1	
0001628280-25-006992	1652535	ICHOR HOLDINGS, LTD.	3674	US	CA	FREMONT	94538	3185 LAURELVIEW CT.		510-897-5200	US	CA	FREMONT	94538	3185 LAURELVIEW CT.		KY		000000000			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 09:00:00.0	0	1	ichr-20241227_htm.xml	1	
0001628280-25-006993	1567514	INTRA-CELLULAR THERAPIES, INC.	2834	US	NJ	BEDMINSTER	07921	135 ROUTE 202/206	SUITE 6	(646) 440-9333	US	NJ	BEDMINSTER	07921	135 ROUTE 202/206	SUITE 6	US	DE	364742850	ONEIDA RESOURCES CORP.	20130122	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 09:00:00.0	0	1	itci-20241231_htm.xml	1	
0001628280-25-007052	1443669	PROTO LABS INC	3440	US	MN	MAPLE PLAIN	55359	5540 Pioneer Creek		763-479-7474	US	MN	Maple Plain	55359	5540 Pioneer Creek				000000000			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 13:02:00.0	0	1	prlb-20241231_htm.xml	1	
0001628280-25-007077	1532961	NV5 GLOBAL, INC.	7380	US	FL	HOLLYWOOD	33021	200 SOUTH PARK ROAD	SUITE 350	(954) 495-2112	US	FL	HOLLYWOOD	33021	200 SOUTH PARK ROAD	SUITE 350	US	DE	453458017	NV5 HOLDINGS, INC.	20111018	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 14:38:00.0	0	1	nvee-20241228_htm.xml	1	
0001628280-25-007082	1464790	B. RILEY FINANCIAL, INC.	6282	US	CA	LOS ANGELES	90025	11100 SANTA MONICA BLVD	SUITE 800	818-884-3737	US	CA	LOS ANGELES	90025	11100 SANTA MONICA BLVD	SUITE 800	US	DE	270223495	GREAT AMERICAN GROUP, INC.	20090522	1-LAF	0	1231	10-Q	20240930	2024	Q3	20250221	2025-02-21 14:51:00.0	0	1	rily-20240930_htm.xml	1	
0001628280-25-007092	1018963	ATI INC	3317	US	TX	DALLAS	75201	2021 MCKINNEY AVENUE		4123942800	US	TX	DALLAS	75201	2021 MCKINNEY AVENUE		US	DE	251792394	ALLEGHENY TECHNOLOGIES INC	19991213	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 15:40:00.0	0	1	ati-20241229_htm.xml	1	
0001628280-25-007109	1620280	UNITI GROUP INC.	6798	US	AR	LITTLE ROCK	72202	2101 RIVERFRONT DRIVE, SUITE A		501-850-0820	US	AR	LITTLE ROCK	72202	2101 RIVERFRONT DRIVE, SUITE A		US	MD	465230630	COMMUNICATIONS SALES & LEASING, INC.	20140923	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:04:00.0	0	1	unit-20241231_htm.xml	1	
0001628280-25-007110	1800	ABBOTT LABORATORIES	2834	US	IL	ABBOTT PARK	60064-3500	100 ABBOTT PARK ROAD		2246676100	US	IL	ABBOTT PARK	60064-3500	100 ABBOTT PARK ROAD		US	IL	360698440			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:07:00.0	0	1	abt-20241231_htm.xml	1	
0001628280-25-007118	55067	KELLANOVA	2040	US	IL	CHICAGO	60654	412 N WELLS ST		2699612000	US	IL	CHICAGO	60654	412 N WELLS ST		US	DE	380710690	KELLOGG CO	19920703	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:16:00.0	0	1	k-20241228_htm.xml	1	
